window_start,window_end,occupied_spaces,total_spaces,occupancy_rate,hour,minute,day_of_week,day_name,is_weekend,month,date,occupancy_class
2018-04-25 0:00:00,2018-04-25 0:15:00,0,54,0,0,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 0:15:00,2018-04-25 0:30:00,0,54,0,0,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 0:30:00,2018-04-25 0:45:00,0,54,0,0,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 0:45:00,2018-04-25 1:00:00,0,54,0,0,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 1:00:00,2018-04-25 1:15:00,0,54,0,1,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 1:15:00,2018-04-25 1:30:00,0,54,0,1,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 1:30:00,2018-04-25 1:45:00,0,54,0,1,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 1:45:00,2018-04-25 2:00:00,0,54,0,1,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 2:00:00,2018-04-25 2:15:00,0,54,0,2,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 2:15:00,2018-04-25 2:30:00,0,54,0,2,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 2:30:00,2018-04-25 2:45:00,0,54,0,2,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 2:45:00,2018-04-25 3:00:00,0,54,0,2,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 3:00:00,2018-04-25 3:15:00,0,54,0,3,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 3:15:00,2018-04-25 3:30:00,0,54,0,3,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 3:30:00,2018-04-25 3:45:00,0,54,0,3,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 3:45:00,2018-04-25 4:00:00,0,54,0,3,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 4:00:00,2018-04-25 4:15:00,0,54,0,4,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 4:15:00,2018-04-25 4:30:00,0,54,0,4,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 4:30:00,2018-04-25 4:45:00,0,54,0,4,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 4:45:00,2018-04-25 5:00:00,0,54,0,4,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 5:00:00,2018-04-25 5:15:00,0,54,0,5,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 5:15:00,2018-04-25 5:30:00,0,54,0,5,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 5:30:00,2018-04-25 5:45:00,0,54,0,5,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 5:45:00,2018-04-25 6:00:00,0,54,0,5,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 6:00:00,2018-04-25 6:15:00,0,54,0,6,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 6:15:00,2018-04-25 6:30:00,0,54,0,6,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 6:30:00,2018-04-25 6:45:00,0,54,0,6,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 6:45:00,2018-04-25 7:00:00,0,54,0,6,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 7:00:00,2018-04-25 7:15:00,0,54,0,7,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 7:15:00,2018-04-25 7:30:00,0,54,0,7,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 7:30:00,2018-04-25 7:45:00,0,54,0,7,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 7:45:00,2018-04-25 8:00:00,0,54,0,7,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 8:00:00,2018-04-25 8:15:00,0,54,0,8,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 8:15:00,2018-04-25 8:30:00,0,54,0,8,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 8:30:00,2018-04-25 8:45:00,0,54,0,8,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 8:45:00,2018-04-25 9:00:00,0,54,0,8,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 9:00:00,2018-04-25 9:15:00,0,54,0,9,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 9:15:00,2018-04-25 9:30:00,0,54,0,9,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 9:30:00,2018-04-25 9:45:00,0,54,0,9,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 9:45:00,2018-04-25 10:00:00,0,54,0,9,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 10:00:00,2018-04-25 10:15:00,0,54,0,10,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 10:15:00,2018-04-25 10:30:00,0,54,0,10,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 10:30:00,2018-04-25 10:45:00,0,54,0,10,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 10:45:00,2018-04-25 11:00:00,0,54,0,10,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 11:00:00,2018-04-25 11:15:00,1,54,0.0185,11,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 11:15:00,2018-04-25 11:30:00,1,54,0.0185,11,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 11:30:00,2018-04-25 11:45:00,1,54,0.0185,11,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 11:45:00,2018-04-25 12:00:00,1,54,0.0185,11,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 12:00:00,2018-04-25 12:15:00,1,54,0.0185,12,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 12:15:00,2018-04-25 12:30:00,1,54,0.0185,12,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 12:30:00,2018-04-25 12:45:00,1,54,0.0185,12,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 12:45:00,2018-04-25 13:00:00,1,54,0.0185,12,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 13:00:00,2018-04-25 13:15:00,1,54,0.0185,13,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 13:15:00,2018-04-25 13:30:00,1,54,0.0185,13,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 13:30:00,2018-04-25 13:45:00,0,54,0,13,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 13:45:00,2018-04-25 14:00:00,2,54,0.037,13,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 14:00:00,2018-04-25 14:15:00,2,54,0.037,14,0,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 14:15:00,2018-04-25 14:30:00,2,54,0.037,14,15,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 14:30:00,2018-04-25 14:45:00,5,54,0.0926,14,30,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 14:45:00,2018-04-25 15:00:00,7,54,0.1296,14,45,2,Wednesday,0,4,2018-04-25,Not Busy
2018-04-25 15:00:00,2018-04-25 15:15:00,12,54,0.2222,15,0,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 15:15:00,2018-04-25 15:30:00,13,54,0.2407,15,15,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 15:30:00,2018-04-25 15:45:00,17,54,0.3148,15,30,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 15:45:00,2018-04-25 16:00:00,22,54,0.4074,15,45,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 16:00:00,2018-04-25 16:15:00,27,54,0.5,16,0,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 16:15:00,2018-04-25 16:30:00,28,54,0.5185,16,15,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 16:30:00,2018-04-25 16:45:00,29,54,0.537,16,30,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 16:45:00,2018-04-25 17:00:00,30,54,0.5556,16,45,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 17:00:00,2018-04-25 17:15:00,31,54,0.5741,17,0,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 17:15:00,2018-04-25 17:30:00,31,54,0.5741,17,15,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 17:30:00,2018-04-25 17:45:00,31,54,0.5741,17,30,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 17:45:00,2018-04-25 18:00:00,31,54,0.5741,17,45,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 18:00:00,2018-04-25 18:15:00,31,54,0.5741,18,0,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 18:15:00,2018-04-25 18:30:00,32,54,0.5926,18,15,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 18:30:00,2018-04-25 18:45:00,29,54,0.537,18,30,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 18:45:00,2018-04-25 19:00:00,29,54,0.537,18,45,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 19:00:00,2018-04-25 19:15:00,29,54,0.537,19,0,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 19:15:00,2018-04-25 19:30:00,28,54,0.5185,19,15,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 19:30:00,2018-04-25 19:45:00,32,54,0.5926,19,30,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 19:45:00,2018-04-25 20:00:00,31,54,0.5741,19,45,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 20:00:00,2018-04-25 20:15:00,31,54,0.5741,20,0,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 20:15:00,2018-04-25 20:30:00,31,54,0.5741,20,15,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 20:30:00,2018-04-25 20:45:00,32,54,0.5926,20,30,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 20:45:00,2018-04-25 21:00:00,32,54,0.5926,20,45,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 21:00:00,2018-04-25 21:15:00,32,54,0.5926,21,0,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 21:15:00,2018-04-25 21:30:00,32,54,0.5926,21,15,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 21:30:00,2018-04-25 21:45:00,32,54,0.5926,21,30,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 21:45:00,2018-04-25 22:00:00,32,54,0.5926,21,45,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 22:00:00,2018-04-25 22:15:00,31,54,0.5741,22,0,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 22:15:00,2018-04-25 22:30:00,32,54,0.5926,22,15,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 22:30:00,2018-04-25 22:45:00,33,54,0.6111,22,30,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 22:45:00,2018-04-25 23:00:00,32,54,0.5926,22,45,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 23:00:00,2018-04-25 23:15:00,32,54,0.5926,23,0,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 23:15:00,2018-04-25 23:30:00,30,54,0.5556,23,15,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 23:30:00,2018-04-25 23:45:00,30,54,0.5556,23,30,2,Wednesday,0,4,2018-04-25,Busy
2018-04-25 23:45:00,2018-04-26 0:00:00,28,54,0.5185,23,45,2,Wednesday,0,4,2018-04-25,Busy
2018-04-26 0:00:00,2018-04-26 0:15:00,27,54,0.5,0,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 0:15:00,2018-04-26 0:30:00,26,54,0.4815,0,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 0:30:00,2018-04-26 0:45:00,24,54,0.4444,0,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 0:45:00,2018-04-26 1:00:00,17,54,0.3148,0,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 1:00:00,2018-04-26 1:15:00,13,54,0.2407,1,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 1:15:00,2018-04-26 1:30:00,14,54,0.2593,1,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 1:30:00,2018-04-26 1:45:00,13,54,0.2407,1,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 1:45:00,2018-04-26 2:00:00,14,54,0.2593,1,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 2:00:00,2018-04-26 2:15:00,13,54,0.2407,2,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 2:15:00,2018-04-26 2:30:00,12,54,0.2222,2,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 2:30:00,2018-04-26 2:45:00,12,54,0.2222,2,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 2:45:00,2018-04-26 3:00:00,12,54,0.2222,2,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 3:00:00,2018-04-26 3:15:00,13,54,0.2407,3,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 3:15:00,2018-04-26 3:30:00,12,54,0.2222,3,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 3:30:00,2018-04-26 3:45:00,12,54,0.2222,3,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 3:45:00,2018-04-26 4:00:00,12,54,0.2222,3,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 4:00:00,2018-04-26 4:15:00,11,54,0.2037,4,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 4:15:00,2018-04-26 4:30:00,9,54,0.1667,4,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 4:30:00,2018-04-26 4:45:00,6,54,0.1111,4,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 4:45:00,2018-04-26 5:00:00,4,54,0.0741,4,45,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 5:00:00,2018-04-26 5:15:00,4,54,0.0741,5,0,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 5:15:00,2018-04-26 5:30:00,4,54,0.0741,5,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 5:30:00,2018-04-26 5:45:00,4,54,0.0741,5,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 5:45:00,2018-04-26 6:00:00,3,54,0.0556,5,45,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 6:00:00,2018-04-26 6:15:00,3,54,0.0556,6,0,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 6:15:00,2018-04-26 6:30:00,4,54,0.0741,6,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 6:30:00,2018-04-26 6:45:00,4,54,0.0741,6,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 6:45:00,2018-04-26 7:00:00,4,54,0.0741,6,45,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 7:00:00,2018-04-26 7:15:00,4,54,0.0741,7,0,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 7:15:00,2018-04-26 7:30:00,4,54,0.0741,7,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 7:30:00,2018-04-26 7:45:00,4,54,0.0741,7,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 7:45:00,2018-04-26 8:00:00,4,54,0.0741,7,45,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 8:00:00,2018-04-26 8:15:00,4,54,0.0741,8,0,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 8:15:00,2018-04-26 8:30:00,4,54,0.0741,8,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 8:30:00,2018-04-26 8:45:00,4,54,0.0741,8,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 8:45:00,2018-04-26 9:00:00,4,54,0.0741,8,45,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 9:00:00,2018-04-26 9:15:00,4,54,0.0741,9,0,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 9:15:00,2018-04-26 9:30:00,4,54,0.0741,9,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 9:30:00,2018-04-26 9:45:00,4,54,0.0741,9,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 9:45:00,2018-04-26 10:00:00,4,54,0.0741,9,45,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 10:00:00,2018-04-26 10:15:00,4,54,0.0741,10,0,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 10:15:00,2018-04-26 10:30:00,4,54,0.0741,10,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 10:30:00,2018-04-26 10:45:00,4,54,0.0741,10,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 10:45:00,2018-04-26 11:00:00,4,54,0.0741,10,45,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 11:00:00,2018-04-26 11:15:00,4,54,0.0741,11,0,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 11:15:00,2018-04-26 11:30:00,4,54,0.0741,11,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 11:30:00,2018-04-26 11:45:00,5,54,0.0926,11,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 11:45:00,2018-04-26 12:00:00,4,54,0.0741,11,45,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 12:00:00,2018-04-26 12:15:00,4,54,0.0741,12,0,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 12:15:00,2018-04-26 12:30:00,4,54,0.0741,12,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 12:30:00,2018-04-26 12:45:00,4,54,0.0741,12,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 12:45:00,2018-04-26 13:00:00,4,54,0.0741,12,45,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 13:00:00,2018-04-26 13:15:00,3,54,0.0556,13,0,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 13:15:00,2018-04-26 13:30:00,4,54,0.0741,13,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 13:30:00,2018-04-26 13:45:00,4,54,0.0741,13,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 13:45:00,2018-04-26 14:00:00,5,54,0.0926,13,45,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 14:00:00,2018-04-26 14:15:00,5,54,0.0926,14,0,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 14:15:00,2018-04-26 14:30:00,4,54,0.0741,14,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 14:30:00,2018-04-26 14:45:00,4,54,0.0741,14,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 14:45:00,2018-04-26 15:00:00,6,54,0.1111,14,45,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 15:00:00,2018-04-26 15:15:00,8,54,0.1481,15,0,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 15:15:00,2018-04-26 15:30:00,10,54,0.1852,15,15,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 15:30:00,2018-04-26 15:45:00,10,54,0.1852,15,30,3,Thursday,0,4,2018-04-26,Not Busy
2018-04-26 15:45:00,2018-04-26 16:00:00,18,54,0.3333,15,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 16:00:00,2018-04-26 16:15:00,22,54,0.4074,16,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 16:15:00,2018-04-26 16:30:00,24,54,0.4444,16,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 16:30:00,2018-04-26 16:45:00,26,54,0.4815,16,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 16:45:00,2018-04-26 17:00:00,28,54,0.5185,16,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 17:00:00,2018-04-26 17:15:00,29,54,0.537,17,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 17:15:00,2018-04-26 17:30:00,31,54,0.5741,17,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 17:30:00,2018-04-26 17:45:00,32,54,0.5926,17,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 17:45:00,2018-04-26 18:00:00,32,54,0.5926,17,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 18:00:00,2018-04-26 18:15:00,32,54,0.5926,18,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 18:15:00,2018-04-26 18:30:00,32,54,0.5926,18,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 18:30:00,2018-04-26 18:45:00,31,54,0.5741,18,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 18:45:00,2018-04-26 19:00:00,31,54,0.5741,18,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 19:00:00,2018-04-26 19:15:00,31,54,0.5741,19,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 19:15:00,2018-04-26 19:30:00,31,54,0.5741,19,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 19:30:00,2018-04-26 19:45:00,29,54,0.537,19,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 19:45:00,2018-04-26 20:00:00,28,54,0.5185,19,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 20:00:00,2018-04-26 20:15:00,28,54,0.5185,20,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 20:15:00,2018-04-26 20:30:00,30,54,0.5556,20,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 20:30:00,2018-04-26 20:45:00,30,54,0.5556,20,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 20:45:00,2018-04-26 21:00:00,30,54,0.5556,20,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 21:00:00,2018-04-26 21:15:00,31,54,0.5741,21,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 21:15:00,2018-04-26 21:30:00,32,54,0.5926,21,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 21:30:00,2018-04-26 21:45:00,32,54,0.5926,21,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 21:45:00,2018-04-26 22:00:00,32,54,0.5926,21,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 22:00:00,2018-04-26 22:15:00,31,54,0.5741,22,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 22:15:00,2018-04-26 22:30:00,31,54,0.5741,22,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 22:30:00,2018-04-26 22:45:00,31,54,0.5741,22,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 22:45:00,2018-04-26 23:00:00,30,54,0.5556,22,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 23:00:00,2018-04-26 23:15:00,31,54,0.5741,23,0,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 23:15:00,2018-04-26 23:30:00,30,54,0.5556,23,15,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 23:30:00,2018-04-26 23:45:00,29,54,0.537,23,30,3,Thursday,0,4,2018-04-26,Busy
2018-04-26 23:45:00,2018-04-27 0:00:00,27,54,0.5,23,45,3,Thursday,0,4,2018-04-26,Busy
2018-04-27 0:00:00,2018-04-27 0:15:00,23,54,0.4259,0,0,4,Friday,0,4,2018-04-27,Busy
2018-04-27 0:15:00,2018-04-27 0:30:00,19,54,0.3519,0,15,4,Friday,0,4,2018-04-27,Busy
2018-04-27 0:30:00,2018-04-27 0:45:00,16,54,0.2963,0,30,4,Friday,0,4,2018-04-27,Busy
2018-04-27 0:45:00,2018-04-27 1:00:00,12,54,0.2222,0,45,4,Friday,0,4,2018-04-27,Busy
2018-04-27 1:00:00,2018-04-27 1:15:00,9,54,0.1667,1,0,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 1:15:00,2018-04-27 1:30:00,10,54,0.1852,1,15,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 1:30:00,2018-04-27 1:45:00,8,54,0.1481,1,30,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 1:45:00,2018-04-27 2:00:00,9,54,0.1667,1,45,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 2:00:00,2018-04-27 2:15:00,9,54,0.1667,2,0,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 2:15:00,2018-04-27 2:30:00,9,54,0.1667,2,15,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 2:30:00,2018-04-27 2:45:00,9,54,0.1667,2,30,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 2:45:00,2018-04-27 3:00:00,8,54,0.1481,2,45,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 3:00:00,2018-04-27 3:15:00,7,54,0.1296,3,0,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 3:15:00,2018-04-27 3:30:00,8,54,0.1481,3,15,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 3:30:00,2018-04-27 3:45:00,7,54,0.1296,3,30,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 3:45:00,2018-04-27 4:00:00,6,54,0.1111,3,45,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 4:00:00,2018-04-27 4:15:00,4,54,0.0741,4,0,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 4:15:00,2018-04-27 4:30:00,4,54,0.0741,4,15,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 4:30:00,2018-04-27 4:45:00,3,54,0.0556,4,30,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 4:45:00,2018-04-27 5:00:00,3,54,0.0556,4,45,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 5:00:00,2018-04-27 5:15:00,4,54,0.0741,5,0,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 5:15:00,2018-04-27 5:30:00,4,54,0.0741,5,15,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 5:30:00,2018-04-27 5:45:00,4,54,0.0741,5,30,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 5:45:00,2018-04-27 6:00:00,4,54,0.0741,5,45,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 6:00:00,2018-04-27 6:15:00,4,54,0.0741,6,0,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 6:15:00,2018-04-27 6:30:00,4,54,0.0741,6,15,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 6:30:00,2018-04-27 6:45:00,4,54,0.0741,6,30,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 6:45:00,2018-04-27 7:00:00,4,54,0.0741,6,45,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 7:00:00,2018-04-27 7:15:00,4,54,0.0741,7,0,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 7:15:00,2018-04-27 7:30:00,4,54,0.0741,7,15,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 7:30:00,2018-04-27 7:45:00,4,54,0.0741,7,30,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 7:45:00,2018-04-27 8:00:00,4,54,0.0741,7,45,4,Friday,0,4,2018-04-27,Not Busy
2018-04-27 8:00:00,2018-04-27 8:15:00,4,54,0.0741,8,0,4,Friday,0,4,2018-04-27,Not Busy
